note_id,deal_id,account_id,note_date,note_text
N08051,D04468,A00570,2026-03-17,Prospect liked the product but said Adobe Express has stronger template variety.
N08052,D04469,A01871,2025-06-19,Prospect liked the product but said Figma has stronger template variety.
N08053,D04470,A00695,2025-08-09,Customer raised concerns that Adobe Express is already adopted by the team.
N08054,D04470,A00695,2025-09-07,Prospect liked the product but said Adobe Express has stronger template variety.
N08055,D04470,A00695,2025-08-09,Prospect liked the product but said Adobe Express has stronger template variety.
N08056,D04471,A01361,2025-06-27,Buyer saw strong value in the AI-assisted design tools.
N08057,D04472,A00026,2025-06-13,Team liked the ease of onboarding and quick time to value.
N08058,D04472,A00026,2025-05-28,Customer responded well to collaboration features and ease of use.
N08059,D04472,A00026,2025-06-09,Team liked the ease of onboarding and quick time to value.
N08060,D04473,A01433,2025-03-22,Deal slowed after prospect compared collaboration features with Adobe Express.
N08061,D04473,A01433,2025-04-03,Customer raised concerns that Adobe Express is already adopted by the team.
N08062,D04473,A01433,2025-04-03,Customer raised concerns that Adobe Express is already adopted by the team.
N08063,D04474,A01101,2025-12-13,Deal slowed after prospect compared collaboration features with Adobe Express.
N08064,D04474,A01101,2026-01-02,Deal slowed after prospect compared collaboration features with Adobe Express.
N08065,D04474,A01101,2025-12-13,Deal slowed after prospect compared collaboration features with Adobe Express.
N08066,D04475,A01953,2025-02-06,Deal slowed after prospect compared collaboration features with Figma.
N08067,D04476,A00217,2025-06-16,Prospect liked the product but said Canva has stronger template variety.
N08068,D04477,A01352,2025-12-08,Team liked the ease of onboarding and quick time to value.
N08069,D04477,A01352,2025-12-11,Prospect liked the template library and fast export workflow.
N08070,D04477,A01352,2025-12-11,Team liked the ease of onboarding and quick time to value.
N08071,D04478,A00837,2026-02-19,Deal slowed after prospect compared collaboration features with Canva.
N08072,D04478,A00837,2026-02-05,Customer raised concerns that Canva is already adopted by the team.
N08073,D04478,A00837,2026-02-17,Prospect liked the product but said Canva has stronger template variety.
N08074,D04479,A00774,2025-01-11,Team liked the ease of onboarding and quick time to value.
N08075,D04479,A00774,2025-02-04,Customer responded well to collaboration features and ease of use.
N08076,D04480,A01047,2025-05-20,Prospect liked the product but said Canva has stronger template variety.
N08077,D04480,A01047,2025-06-01,Prospect liked the product but said Canva has stronger template variety.
N08078,D04481,A01780,2025-01-27,Prospect liked the product but said Canva has stronger template variety.
N08079,D04482,A00670,2025-03-23,Prospect liked the template library and fast export workflow.
N08080,D04482,A00670,2025-03-13,Team liked the ease of onboarding and quick time to value.
N08081,D04483,A00718,2025-11-27,Buyer saw strong value in the AI-assisted design tools.
N08082,D04484,A00310,2025-05-28,Customer responded well to collaboration features and ease of use.
N08083,D04485,A00599,2025-11-15,Buyer saw strong value in the AI-assisted design tools.
N08084,D04485,A00599,2025-11-14,Team liked the ease of onboarding and quick time to value.
N08085,D04486,A00267,2025-09-10,Prospect liked the template library and fast export workflow.
N08086,D04487,A01439,2025-12-13,Buyer saw strong value in the AI-assisted design tools.
N08087,D04488,A00646,2025-05-13,Deal slowed after prospect compared collaboration features with Adobe Express.
N08088,D04489,A01291,2025-09-27,Team liked the ease of onboarding and quick time to value.
N08089,D04489,A01291,2025-10-10,Prospect liked the template library and fast export workflow.
N08090,D04490,A01357,2025-03-26,Team liked the ease of onboarding and quick time to value.
N08091,D04491,A01023,2025-11-30,Customer responded well to collaboration features and ease of use.
N08092,D04492,A01804,2025-06-15,Customer raised concerns that Figma is already adopted by the team.
N08093,D04493,A00450,2025-06-18,Deal slowed after prospect compared collaboration features with Canva.
N08094,D04493,A00450,2025-06-18,Deal slowed after prospect compared collaboration features with Canva.
N08095,D04494,A00565,2025-05-01,Customer raised concerns that Adobe Express is already adopted by the team.
N08096,D04494,A00565,2025-04-22,Deal slowed after prospect compared collaboration features with Adobe Express.
N08097,D04495,A01635,2025-08-06,Deal slowed after prospect compared collaboration features with Adobe Express.
N08098,D04496,A01271,2025-01-05,Deal slowed after prospect compared collaboration features with Canva.
N08099,D04496,A01271,2025-01-05,Deal slowed after prospect compared collaboration features with Canva.
N08100,D04497,A01060,2025-01-28,Deal slowed after prospect compared collaboration features with Canva.
N08101,D04498,A01425,2025-02-07,Buyer saw strong value in the AI-assisted design tools.
N08102,D04498,A01425,2025-02-22,Team liked the ease of onboarding and quick time to value.
N08103,D04498,A01425,2025-02-09,Prospect liked the template library and fast export workflow.
N08104,D04499,A00028,2025-08-04,Buyer saw strong value in the AI-assisted design tools.
N08105,D04500,A00220,2025-05-25,Team liked the ease of onboarding and quick time to value.
N08106,D04501,A00406,2025-09-09,Prospect said onboarding seemed harder than expected for their team.
N08107,D04501,A00406,2025-09-13,Prospect said onboarding seemed harder than expected for their team.
N08108,D04502,A01638,2025-02-11,Prospect liked the product but said Canva has stronger template variety.
N08109,D04503,A01799,2025-07-16,Prospect liked the template library and fast export workflow.
N08110,D04504,A00271,2025-06-28,Buyer saw strong value in the AI-assisted design tools.
N08111,D04505,A01760,2025-07-30,Team liked the ease of onboarding and quick time to value.
N08112,D04505,A01760,2025-07-23,Prospect liked the template library and fast export workflow.
N08113,D04505,A01760,2025-07-20,Buyer saw strong value in the AI-assisted design tools.
N08114,D04506,A01675,2025-11-09,Buyer saw strong value in the AI-assisted design tools.
N08115,D04507,A00792,2026-02-07,Team liked the ease of onboarding and quick time to value.
N08116,D04507,A00792,2026-02-28,Team liked the ease of onboarding and quick time to value.
N08117,D04507,A00792,2026-02-06,Prospect liked the template library and fast export workflow.
N08118,D04508,A01535,2025-03-02,Customer raised concerns that Adobe Express is already adopted by the team.
N08119,D04509,A00963,2026-02-10,Prospect liked the template library and fast export workflow.
N08120,D04510,A01310,2026-01-26,Prospect liked the template library and fast export workflow.
N08121,D04510,A01310,2026-01-19,Team liked the ease of onboarding and quick time to value.
N08122,D04511,A01478,2025-03-29,Prospect liked the template library and fast export workflow.
N08123,D04511,A01478,2025-03-21,Buyer saw strong value in the AI-assisted design tools.
N08124,D04512,A01786,2026-01-18,Prospect liked the product but said Figma has stronger template variety.
N08125,D04512,A01786,2026-01-19,Customer raised concerns that Figma is already adopted by the team.
N08126,D04513,A00834,2025-08-14,Customer responded well to collaboration features and ease of use.
N08127,D04513,A00834,2025-08-04,Team liked the ease of onboarding and quick time to value.
N08128,D04513,A00834,2025-08-08,Buyer saw strong value in the AI-assisted design tools.
N08129,D04514,A00317,2025-12-20,Buyer saw strong value in the AI-assisted design tools.
N08130,D04515,A01614,2026-03-02,Customer responded well to collaboration features and ease of use.
N08131,D04515,A01614,2026-02-06,Team liked the ease of onboarding and quick time to value.
N08132,D04515,A01614,2026-02-19,Prospect liked the template library and fast export workflow.
N08133,D04516,A01321,2025-12-18,Buyer saw strong value in the AI-assisted design tools.
N08134,D04516,A01321,2025-12-20,Customer responded well to collaboration features and ease of use.
N08135,D04517,A00338,2025-02-09,Buyer saw strong value in the AI-assisted design tools.
N08136,D04517,A00338,2025-02-26,Customer responded well to collaboration features and ease of use.
N08137,D04518,A01331,2025-12-28,Customer raised concerns that Figma is already adopted by the team.
N08138,D04518,A01331,2026-01-04,Prospect liked the product but said Figma has stronger template variety.
N08139,D04519,A01452,2025-09-07,Deal slowed after prospect compared collaboration features with Canva.
N08140,D04519,A01452,2025-08-30,Customer raised concerns that Canva is already adopted by the team.
N08141,D04520,A00351,2025-06-28,Buyer saw strong value in the AI-assisted design tools.
N08142,D04520,A00351,2025-07-21,Buyer saw strong value in the AI-assisted design tools.
N08143,D04521,A00511,2025-03-17,Buyer saw strong value in the AI-assisted design tools.
N08144,D04522,A00525,2025-07-31,Team liked the ease of onboarding and quick time to value.
N08145,D04522,A00525,2025-07-16,Customer responded well to collaboration features and ease of use.
N08146,D04522,A00525,2025-07-28,Team liked the ease of onboarding and quick time to value.
N08147,D04523,A01882,2025-10-01,Deal slowed after prospect compared collaboration features with Adobe Express.
N08148,D04523,A01882,2025-09-26,Customer raised concerns that Adobe Express is already adopted by the team.
N08149,D04523,A01882,2025-09-16,Prospect liked the product but said Adobe Express has stronger template variety.
N08150,D04524,A00492,2025-06-13,Team liked the ease of onboarding and quick time to value.
N08151,D04525,A01932,2025-06-02,Customer raised concerns that Piktochart is already adopted by the team.
N08152,D04525,A01932,2025-05-29,Deal slowed after prospect compared collaboration features with Piktochart.
N08153,D04526,A01618,2025-11-10,Customer raised concerns that Figma is already adopted by the team.
N08154,D04527,A00009,2025-04-24,Customer responded well to collaboration features and ease of use.
N08155,D04528,A01521,2025-11-21,Prospect said onboarding seemed harder than expected for their team.
N08156,D04529,A01749,2025-09-07,Team liked the ease of onboarding and quick time to value.
N08157,D04530,A01584,2025-11-03,Customer responded well to collaboration features and ease of use.
N08158,D04530,A01584,2025-11-07,Team liked the ease of onboarding and quick time to value.
N08159,D04531,A00561,2025-07-19,Team liked the ease of onboarding and quick time to value.
N08160,D04531,A00561,2025-07-18,Team liked the ease of onboarding and quick time to value.
N08161,D04532,A01845,2025-05-28,Deal slowed after prospect compared collaboration features with Canva.
N08162,D04532,A01845,2025-06-12,Prospect liked the product but said Canva has stronger template variety.
N08163,D04532,A01845,2025-06-18,Customer raised concerns that Canva is already adopted by the team.
N08164,D04533,A00440,2026-01-02,Buyer saw strong value in the AI-assisted design tools.
N08165,D04534,A01576,2026-03-10,Deal slowed after prospect compared collaboration features with Canva.
