ticket_id,account_id,created_date,ticket_type,priority,resolution_hours,csat_score,ticket_summary,account_revenue
T02392,A01722,2025-04-22,performance_issue,low,21,3,Team reported performance issues on large collaborative projects.,300
T02393,A01722,2025-12-03,feature_request,medium,69,3,Customer requested more premium templates for social campaigns.,300
T02394,A01722,2025-11-07,feature_request,medium,24,2,Team requested deeper collaboration permissions.,300
T02395,A01724,2025-10-21,bug,low,3,5,User reported export failing on large files.,450
T02396,A01724,2025-11-26,feature_request,low,20,4,Team requested deeper collaboration permissions.,450
T02397,A01724,2025-05-23,feature_request,medium,28,2,Team requested deeper collaboration permissions.,450
T02398,A01725,2025-01-20,bug,low,16,3,Customer hit a recurring editor crash while saving a design.,300
T02399,A01725,2025-05-10,performance_issue,medium,76,1,Customer experienced lag during export and preview.,300
T02400,A01725,2025-07-29,performance_issue,low,31,4,Team reported performance issues on large collaborative projects.,300
T02401,A01726,2026-01-13,feature_request,medium,18,4,User asked for advanced brand kit controls.,12
T02402,A01728,2025-10-03,performance_issue,medium,43,2,Team reported performance issues on large collaborative projects.,240
T02403,A01728,2025-09-13,bug,low,22,3,Bug reported in image upload flow causing failed imports.,240
T02404,A01728,2026-01-08,bug,medium,59,3,Bug reported in image upload flow causing failed imports.,240
T02405,A01730,2025-11-17,feature_request,low,2,3,Team requested deeper collaboration permissions.,24
T02406,A01730,2025-09-06,feature_request,low,4,4,User asked for advanced brand kit controls.,24
T02407,A01730,2025-04-09,performance_issue,high,112,1,Team reported performance issues on large collaborative projects.,24
T02408,A01731,2025-11-23,billing,low,4,5,User reported confusion about plan renewal pricing.,300
T02409,A01731,2025-07-20,feature_request,high,54,3,Team requested deeper collaboration permissions.,300
T02410,A01731,2025-07-05,feature_request,medium,25,2,User asked for advanced brand kit controls.,300
T02411,A01731,2025-04-08,bug,low,10,5,User reported export failing on large files.,300
T02412,A01731,2025-02-11,performance_issue,low,37,2,Team reported performance issues on large collaborative projects.,300
T02413,A01731,2025-07-30,performance_issue,medium,52,2,User reported slow loading times in the editor.,300
T02414,A01731,2025-08-22,billing,medium,48,3,Customer asked about an unexpected billing charge.,300
T02415,A01731,2025-11-22,performance_issue,low,23,2,User reported slow loading times in the editor.,300
T02416,A01732,2025-08-23,feature_request,medium,53,2,Team requested deeper collaboration permissions.,48
T02417,A01736,2025-01-29,feature_request,medium,43,2,Team requested deeper collaboration permissions.,48
T02418,A01736,2025-06-28,performance_issue,low,36,3,Team reported performance issues on large collaborative projects.,48
T02419,A01736,2025-05-17,performance_issue,medium,65,1,Customer experienced lag during export and preview.,48
T02420,A01736,2025-12-29,performance_issue,low,22,3,Team reported performance issues on large collaborative projects.,48
T02421,A01737,2025-08-22,billing,low,22,4,User reported confusion about plan renewal pricing.,36
T02422,A01737,2025-10-03,feature_request,medium,72,4,Team requested deeper collaboration permissions.,36
T02423,A01737,2026-01-02,bug,high,45,3,Bug reported in image upload flow causing failed imports.,36
T02424,A01738,2026-01-15,performance_issue,medium,30,1,User reported slow loading times in the editor.,180
T02425,A01738,2025-05-22,performance_issue,high,86,1,User reported slow loading times in the editor.,180
T02426,A01738,2025-03-05,performance_issue,medium,53,2,User reported slow loading times in the editor.,180
T02427,A01739,2025-12-19,performance_issue,low,17,3,Customer experienced lag during export and preview.,24
T02428,A01740,2025-10-03,performance_issue,low,31,4,Team reported performance issues on large collaborative projects.,120
T02429,A01740,2025-01-12,performance_issue,medium,16,2,Team reported performance issues on large collaborative projects.,120
T02430,A01740,2025-08-07,billing,medium,47,4,User reported confusion about plan renewal pricing.,120
T02431,A01743,2025-09-25,bug,high,85,1,Customer hit a recurring editor crash while saving a design.,48
T02432,A01746,2025-03-18,bug,medium,40,3,Customer hit a recurring editor crash while saving a design.,48
T02433,A01746,2025-06-03,bug,low,5,4,Customer hit a recurring editor crash while saving a design.,48
T02434,A01747,2025-05-13,billing,medium,15,4,Billing issue raised after duplicate invoice appeared.,450
T02435,A01747,2025-02-12,feature_request,medium,61,3,Customer requested more premium templates for social campaigns.,450
T02436,A01747,2025-08-26,performance_issue,medium,30,1,Customer experienced lag during export and preview.,450
T02437,A01747,2025-05-05,bug,high,25,1,User reported export failing on large files.,450
T02438,A01749,2026-02-02,feature_request,high,65,2,Customer requested more premium templates for social campaigns.,36
T02439,A01749,2025-12-04,feature_request,low,23,4,User asked for advanced brand kit controls.,36
T02440,A01750,2025-08-26,bug,low,8,3,User reported export failing on large files.,12
T02441,A01751,2026-03-07,billing,high,41,2,User reported confusion about plan renewal pricing.,36
T02442,A01751,2026-01-31,bug,low,22,4,Bug reported in image upload flow causing failed imports.,36
T02443,A01751,2025-09-05,bug,low,19,5,Bug reported in image upload flow causing failed imports.,36
T02444,A01753,2026-02-20,feature_request,low,9,5,Team requested deeper collaboration permissions.,24
T02445,A01754,2025-11-24,billing,medium,15,2,Customer asked about an unexpected billing charge.,24
T02446,A01754,2025-02-21,performance_issue,medium,61,1,Customer experienced lag during export and preview.,24
T02447,A01754,2026-01-15,performance_issue,medium,87,3,Team reported performance issues on large collaborative projects.,24
T02448,A01754,2025-07-26,bug,medium,26,3,Bug reported in image upload flow causing failed imports.,24
T02449,A01755,2025-08-28,bug,medium,28,3,User reported export failing on large files.,24
T02450,A01755,2025-03-04,feature_request,low,10,5,Customer requested more premium templates for social campaigns.,24
T02451,A01756,2025-01-31,bug,high,111,1,User reported export failing on large files.,90
T02452,A01757,2026-01-29,bug,high,89,2,Customer hit a recurring editor crash while saving a design.,150
T02453,A01758,2025-05-07,billing,low,8,3,Customer asked about an unexpected billing charge.,24
T02454,A01759,2025-12-19,bug,high,57,2,Customer hit a recurring editor crash while saving a design.,90
T02455,A01759,2025-09-19,bug,medium,55,2,User reported export failing on large files.,90
T02456,A01759,2025-07-08,feature_request,medium,29,3,Team requested deeper collaboration permissions.,90
T02457,A01762,2025-01-12,performance_issue,medium,23,2,User reported slow loading times in the editor.,24
T02458,A01762,2026-01-24,bug,medium,42,2,Customer hit a recurring editor crash while saving a design.,24
T02459,A01764,2026-01-09,feature_request,high,58,1,Customer requested more premium templates for social campaigns.,48
T02460,A01764,2025-06-01,performance_issue,low,31,3,User reported slow loading times in the editor.,48
T02461,A01765,2025-04-18,bug,low,23,4,Customer hit a recurring editor crash while saving a design.,180
T02462,A01765,2025-02-16,feature_request,medium,25,3,Team requested deeper collaboration permissions.,180
T02463,A01765,2025-04-16,bug,low,22,3,User reported export failing on large files.,180
T02464,A01765,2025-05-13,bug,medium,17,3,User reported export failing on large files.,180
T02465,A01766,2025-10-31,feature_request,medium,16,2,Customer requested more premium templates for social campaigns.,240
T02466,A01766,2025-01-15,bug,low,21,3,Customer hit a recurring editor crash while saving a design.,240
T02467,A01766,2025-02-22,bug,medium,9,3,User reported export failing on large files.,240
T02468,A01766,2025-11-29,billing,high,118,2,Billing issue raised after duplicate invoice appeared.,240
T02469,A01766,2026-02-06,bug,low,7,3,User reported export failing on large files.,240
T02470,A01766,2025-02-08,performance_issue,high,79,1,Team reported performance issues on large collaborative projects.,240
T02471,A01767,2025-03-25,bug,medium,47,3,Bug reported in image upload flow causing failed imports.,0
T02472,A01769,2025-12-01,feature_request,low,14,4,Customer requested more premium templates for social campaigns.,0
T02473,A01770,2026-02-22,bug,low,24,4,User reported export failing on large files.,12
T02474,A01773,2025-12-09,feature_request,low,18,4,Customer requested more premium templates for social campaigns.,36
T02475,A01773,2025-03-03,bug,low,11,4,User reported export failing on large files.,36
T02476,A01774,2025-12-17,bug,high,76,1,Customer hit a recurring editor crash while saving a design.,48
T02477,A01775,2026-01-12,feature_request,medium,47,3,Customer requested more premium templates for social campaigns.,300
T02478,A01775,2025-02-13,billing,medium,60,4,Billing issue raised after duplicate invoice appeared.,300
T02479,A01777,2025-06-11,bug,low,9,4,User reported export failing on large files.,0
T02480,A01778,2025-10-02,bug,medium,64,3,User reported export failing on large files.,300
T02481,A01778,2025-03-07,bug,high,75,3,Bug reported in image upload flow causing failed imports.,300
T02482,A01779,2025-10-01,bug,medium,55,2,User reported export failing on large files.,150
T02483,A01780,2025-10-25,bug,low,9,5,Bug reported in image upload flow causing failed imports.,450
T02484,A01780,2026-02-14,performance_issue,medium,56,1,User reported slow loading times in the editor.,450
T02485,A01780,2025-10-12,performance_issue,low,20,2,Customer experienced lag during export and preview.,450
T02486,A01780,2025-09-19,feature_request,medium,37,3,Customer requested more premium templates for social campaigns.,450
T02487,A01780,2025-12-09,bug,low,23,3,Bug reported in image upload flow causing failed imports.,450
T02488,A01781,2025-03-29,performance_issue,low,45,3,Team reported performance issues on large collaborative projects.,180
T02489,A01781,2025-01-15,bug,medium,11,3,Customer hit a recurring editor crash while saving a design.,180
T02490,A01781,2025-09-12,feature_request,low,11,3,Team requested deeper collaboration permissions.,180
T02491,A01781,2025-02-15,feature_request,low,22,5,Team requested deeper collaboration permissions.,180
T02492,A01783,2026-02-25,bug,low,22,5,Customer hit a recurring editor crash while saving a design.,0
T02493,A01784,2025-05-13,bug,low,7,4,Customer hit a recurring editor crash while saving a design.,24
T02494,A01784,2025-04-03,bug,high,40,2,Customer hit a recurring editor crash while saving a design.,24
T02495,A01784,2025-08-31,bug,low,23,5,Customer hit a recurring editor crash while saving a design.,24
T02496,A01784,2025-05-10,billing,medium,70,3,User reported confusion about plan renewal pricing.,24
T02497,A01785,2025-05-16,performance_issue,high,75,2,Team reported performance issues on large collaborative projects.,36
T02498,A01785,2025-08-07,performance_issue,medium,52,1,Customer experienced lag during export and preview.,36
T02499,A01786,2025-08-11,bug,low,2,3,User reported export failing on large files.,180
T02500,A01786,2025-09-30,feature_request,low,13,5,Team requested deeper collaboration permissions.,180
T02501,A01786,2025-06-02,bug,low,5,4,Bug reported in image upload flow causing failed imports.,180
T02502,A01786,2026-01-15,bug,medium,63,2,Bug reported in image upload flow causing failed imports.,180
T02503,A01787,2026-02-15,performance_issue,high,97,1,User reported slow loading times in the editor.,24
T02504,A01789,2025-04-27,performance_issue,low,38,3,Team reported performance issues on large collaborative projects.,240
T02505,A01789,2025-12-01,performance_issue,low,25,4,Customer experienced lag during export and preview.,240
T02506,A01789,2025-02-21,bug,high,26,3,User reported export failing on large files.,240
T02507,A01790,2025-01-13,performance_issue,medium,35,1,Customer experienced lag during export and preview.,12
T02508,A01791,2026-02-19,performance_issue,medium,40,2,Customer experienced lag during export and preview.,36
T02509,A01792,2025-11-05,feature_request,low,24,3,User asked for advanced brand kit controls.,24
