note_id,deal_id,account_id,note_date,note_text,category,subcategory,matched_terms,confidence
N06428,D03568,A01740,2025-11-20,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06429,D03569,A01689,2025-11-16,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06430,D03570,A01603,2026-04-09,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06431,D03571,A00090,2025-04-14,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06432,D03571,A00090,2025-05-06,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06433,D03571,A00090,2025-04-11,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06434,D03572,A01796,2025-01-23,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06435,D03572,A01796,2025-01-09,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06436,D03573,A00874,2025-07-13,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06437,D03573,A00874,2025-06-30,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06438,D03574,A01252,2025-03-31,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06439,D03575,A01103,2026-01-28,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06440,D03575,A01103,2026-01-19,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06441,D03575,A01103,2026-01-15,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06442,D03576,A00608,2026-01-29,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06443,D03577,A00349,2025-05-19,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06444,D03578,A01866,2025-11-15,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06445,D03578,A01866,2025-11-03,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06446,D03579,A00894,2026-01-08,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06447,D03579,A00894,2026-01-22,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06448,D03580,A00246,2025-02-15,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06449,D03581,A00272,2025-08-09,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06450,D03582,A00403,2025-03-08,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N06451,D03582,A00403,2025-02-17,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06452,D03583,A01693,2026-02-08,Deal slowed after prospect compared collaboration features with Piktochart.,Product,missing_features,feature,0.6
N06453,D03583,A01693,2026-02-13,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06454,D03584,A01140,2025-06-28,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06455,D03584,A01140,2025-06-15,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06456,D03585,A01459,2025-04-03,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06457,D03586,A01554,2025-10-08,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06458,D03586,A01554,2025-10-02,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06459,D03587,A01466,2025-07-04,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06460,D03587,A01466,2025-07-12,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06461,D03588,A01196,2026-01-08,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06462,D03589,A01040,2026-02-01,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06463,D03589,A01040,2026-01-13,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06464,D03590,A00961,2025-06-13,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06465,D03591,A01776,2025-12-30,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06466,D03592,A00898,2025-04-06,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06467,D03593,A01080,2026-01-25,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06468,D03593,A01080,2026-01-28,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06469,D03594,A01615,2025-05-04,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06470,D03594,A01615,2025-05-21,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06471,D03595,A01127,2025-06-16,Deal slowed after prospect compared collaboration features with Piktochart.,Product,missing_features,feature,0.6
N06472,D03596,A00284,2025-08-20,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06473,D03596,A00284,2025-08-29,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06474,D03596,A00284,2025-09-11,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06475,D03597,A01729,2026-03-24,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06476,D03598,A00517,2025-07-17,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06477,D03598,A00517,2025-07-26,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06478,D03599,A00618,2025-08-16,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06479,D03600,A01302,2025-09-09,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06480,D03600,A01302,2025-09-04,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06481,D03600,A01302,2025-09-18,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06482,D03601,A01909,2025-10-11,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06483,D03601,A01909,2025-10-18,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06484,D03602,A00612,2025-06-01,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06485,D03603,A00750,2025-06-08,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06486,D03604,A01293,2025-11-23,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06487,D03604,A01293,2025-11-24,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06488,D03605,A01857,2025-07-05,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N06489,D03605,A01857,2025-07-16,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N06490,D03605,A01857,2025-07-21,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N06491,D03606,A00400,2025-07-26,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N06492,D03607,A01527,2025-01-22,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06493,D03607,A01527,2025-01-06,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06494,D03608,A00086,2025-10-04,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06495,D03608,A00086,2025-10-03,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N06496,D03609,A00320,2025-03-07,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06497,D03609,A00320,2025-03-09,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06498,D03610,A01056,2025-03-22,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N06499,D03611,A00336,2025-05-05,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06500,D03612,A00051,2025-08-18,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N06501,D03613,A01103,2025-11-19,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06502,D03614,A01722,2025-10-28,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N06503,D03614,A01722,2025-10-20,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N06504,D03615,A00174,2025-07-12,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N06505,D03615,A00174,2025-07-11,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06506,D03616,A01972,2025-04-10,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N06507,D03616,A01972,2025-03-26,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06508,D03616,A01972,2025-03-24,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N06509,D03617,A01642,2025-01-12,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N06510,D03618,A00501,2026-02-13,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
